KID,Teff,logg,Mass,Prot,Prot_err,LPH,w,DC
5273236,4091,4.66,0.5790,37.696,0.854,0.274,0.1916,0
5281608,4304,4.65,0.6646,29.874,3.371,0.312,0.1691,0
5287939,3522,4.94,0.3621,47.038,6.145,0.261,0.1363,1
5297394,4208,4.66,0.6259,42.737,17.997,0.190,0.1063,0
5297821,3681,4.90,0.4200,52.116,11.047,0.264,0.0953,1
5298120,4345,4.52,0.6811,nan,nan,nan,nan,0
5298911,3532,4.90,0.3657,44.596,5.501,0.174,0.1131,1
5299281,3594,4.80,0.3880,4.873,0.463,0.203,0.0704,1
5301178,4363,4.59,0.6884,31.376,5.708,0.301,0.1637,0
5341573,3699,4.86,0.4267,nan,nan,nan,nan,1
5344350,3603,4.92,0.3913,nan,nan,nan,nan,1
5344688,4302,4.78,0.6638,nan,nan,nan,nan,0
5351320,3349,4.96,0.3024,0.644,0.128,0.337,0.1792,1
5357504,3919,4.71,0.5110,45.094,0.235,0.422,0.2306,1
5364090,4160,4.61,0.6066,35.790,3.635,0.324,0.2217,0
5373788,4404,4.74,0.7050,30.383,1.754,0.381,0.2294,0
5373964,4346,4.49,0.6815,44.035,9.600,0.290,0.1534,0
5390305,4339,4.49,0.6787,0.337,0.056,0.168,0.0401,0
5392732,4403,4.55,0.7046,nan,nan,nan,nan,0
5395942,4037,4.58,0.5575,3.239,0.314,0.225,0.0853,0
5426206,4095,4.58,0.5806,nan,nan,nan,nan,0
5428252,4358,4.67,0.6864,32.990,3.734,0.174,0.0587,0
5429117,3947,4.67,0.5219,1.727,0.354,0.333,0.1682,0
5437880,4314,4.68,0.6686,42.299,1.142,0.159,0.1196,0
5439422,4193,4.61,0.6198,nan,nan,nan,nan,0
5440397,4381,4.35,0.6957,37.874,8.843,0.322,0.2326,0
5444922,4359,4.67,0.6868,46.292,4.692,0.189,0.0778,0
5444972,3999,4.28,0.5424,1.216,0.271,0.231,0.0918,0
5450093,4312,4.48,0.6678,nan,nan,nan,nan,0
5470596,4377,4.62,0.6941,nan,nan,nan,nan,0
5477219,4312,4.51,0.6678,nan,nan,nan,nan,0
5512203,4099,4.61,0.5822,36.534,1.337,0.268,0.1762,0
5513833,3245,5.07,0.2685,69.382,14.875,0.461,0.1966,1
5516428,4310,4.62,0.6670,32.047,0.633,0.371,0.2317,0
5520985,4282,4.71,0.6557,nan,nan,nan,nan,0
5523045,4056,4.56,0.5650,41.358,1.351,0.398,0.2437,0
5526021,3779,4.76,0.4569,26.164,0.250,0.364,0.2066,1
5528650,4380,4.65,0.6953,nan,nan,nan,nan,0
5531604,4110,4.51,0.5866,32.582,0.356,0.346,0.2207,0
5536822,3836,4.78,0.4788,nan,nan,nan,nan,1
5537064,3917,4.70,0.5102,22.845,0.585,0.262,0.1156,1
5543917,4359,4.58,0.6868,32.244,3.307,0.243,0.1152,0
5545508,4119,4.67,0.5902,nan,nan,nan,nan,0
5551746,4261,4.32,0.6472,nan,nan,nan,nan,0
5553710,4293,4.60,0.6601,nan,nan,nan,nan,0
5557901,4310,4.85,0.6670,nan,nan,nan,nan,0
5558054,4186,4.72,0.6170,nan,nan,nan,nan,0
5558805,4160,4.51,0.6066,0.358,0.079,0.111,0.0040,0
5561452,4128,4.55,0.5938,nan,nan,nan,nan,0
5564467,3928,4.46,0.5145,nan,nan,nan,nan,0
5564673,4191,4.59,0.6190,51.074,9.277,0.324,0.1320,0
5566528,4292,4.49,0.6597,nan,nan,nan,nan,0
5568306,4284,4.48,0.6565,nan,nan,nan,nan,0
5600825,4144,4.64,0.6002,nan,nan,nan,nan,0
5610323,3726,4.82,0.4369,nan,nan,nan,nan,1
5613912,4299,4.52,0.6626,45.189,7.641,0.267,0.1283,0
5615457,4179,4.54,0.6142,31.427,0.337,0.324,0.1928,0
5621250,4356,4.65,0.6856,49.889,9.623,0.270,0.0961,0
5629759,4198,4.60,0.6218,37.026,5.098,0.283,0.1911,0
5637287,4322,4.70,0.6718,nan,nan,nan,nan,0
5640570,4399,4.64,0.7029,nan,nan,nan,nan,0
5642003,4265,4.46,0.6488,0.255,0.036,0.074,0.0028,0
5642574,4259,4.51,0.6464,0.235,0.051,0.106,0.0030,0
5644355,4122,4.55,0.5914,0.644,0.336,0.055,0.0041,0
5648556,4223,4.64,0.6319,37.363,8.081,0.157,0.0942,0
5653152,4385,4.52,0.6973,3.601,0.014,0.203,0.0644,0
5685143,4032,4.50,0.5555,nan,nan,nan,nan,0
5685904,4117,4.51,0.5894,45.066,10.284,0.318,0.1654,0
5687033,3936,4.72,0.5176,41.006,1.022,0.315,0.1960,1
5687323,4081,4.56,0.5750,nan,nan,nan,nan,0
5688537,4286,4.64,0.6573,nan,nan,nan,nan,0
5693298,3839,4.74,0.4799,43.064,8.149,0.289,0.1624,1
5694284,4293,4.51,0.6601,nan,nan,nan,nan,0
5699171,4178,4.58,0.6138,0.642,0.004,0.168,0.0414,0
5699880,4344,4.59,0.6807,nan,nan,nan,nan,0
5700336,4096,4.60,0.5810,40.470,0.548,0.344,0.2202,0
5702479,4331,4.76,0.6755,nan,nan,nan,nan,0
5716526,4250,4.45,0.6428,1.328,0.284,0.332,0.1670,0
5733003,4325,4.64,0.6731,nan,nan,nan,nan,0
5733578,4158,4.37,0.6058,nan,nan,nan,nan,0
5734009,3961,4.48,0.5274,40.367,8.066,0.208,0.1320,0
5735207,4403,4.55,0.7046,32.152,3.936,0.368,0.2292,0
5736917,4353,4.52,0.6844,nan,nan,nan,nan,0
5767592,4307,4.68,0.6658,nan,nan,nan,nan,0
5773146,4195,4.53,0.6206,37.748,2.854,0.319,0.2329,0
5774607,3353,5.02,0.3038,nan,nan,nan,nan,1
5774715,4274,4.51,0.6525,nan,nan,nan,nan,0
5775090,4309,4.75,0.6666,nan,nan,nan,nan,0
5780503,4314,4.57,0.6686,31.371,0.508,0.285,0.1516,0
5793119,4098,4.62,0.5818,nan,nan,nan,nan,0
5794022,4378,4.67,0.6945,nan,nan,nan,nan,0
5794694,4298,4.65,0.6622,42.982,6.545,0.424,0.2435,0
5808194,4318,4.34,0.6702,nan,nan,nan,nan,0
5810079,4222,4.46,0.6315,nan,nan,nan,nan,0
5819458,3824,4.29,0.4742,44.504,1.219,0.376,0.2102,0
5822576,4165,4.47,0.6086,nan,nan,nan,nan,0
5823135,3999,4.37,0.5424,4.771,0.005,0.128,0.0063,0
5855703,4335,4.43,0.6771,44.945,5.430,0.287,0.1435,0
5857594,4352,4.60,0.6840,nan,nan,nan,nan,0
5859620,4121,4.50,0.5910,nan,nan,nan,nan,0
5859744,3877,4.73,0.4946,23.442,0.284,0.410,0.2331,1
5867094,3352,4.95,0.3034,55.163,3.590,0.461,0.2400,1
5872283,4204,4.63,0.6243,44.591,1.888,0.285,0.1466,0
5887803,4002,4.57,0.5436,35.820,8.256,0.247,0.1520,0
5908225,4236,4.62,0.6371,nan,nan,nan,nan,0
5940100,3351,4.96,0.3031,46.186,2.799,0.326,0.2001,1
5941136,4288,4.62,0.6581,67.932,6.279,0.333,0.0825,0
5941362,4255,4.43,0.6448,nan,nan,nan,nan,0
5941975,4077,4.55,0.5734,24.537,1.415,0.316,0.1642,0
5946806,3348,4.97,0.3021,49.621,1.040,0.305,0.1622,1
5949874,4358,4.55,0.6864,44.659,3.793,0.273,0.1369,0
5952378,3843,4.73,0.4815,12.270,2.881,0.159,0.0248,1
5953947,3230,5.08,0.2638,44.251,1.068,0.333,0.2263,1
5960966,4348,4.55,0.6823,32.380,0.870,0.325,0.1909,0
5963179,4356,4.61,0.6856,36.723,1.100,0.226,0.1247,0
5966652,4317,4.64,0.6698,nan,nan,nan,nan,0
5967625,4298,4.46,0.6622,nan,nan,nan,nan,0
5972315,4309,4.46,0.6666,nan,nan,nan,nan,0
5979710,4267,4.52,0.6496,21.166,0.126,0.407,0.2225,0
5980248,4264,4.72,0.6484,46.313,9.814,0.439,0.2310,0
5984662,4367,4.46,0.6900,nan,nan,nan,nan,0
5987444,3922,4.72,0.5122,35.278,2.678,0.356,0.2488,1
5987757,3755,4.79,0.4478,nan,nan,nan,nan,1
5991117,4109,4.56,0.5862,28.433,4.261,0.115,0.0448,0
5991378,4131,4.59,0.5950,19.185,0.347,0.339,0.1730,0
6019406,4358,4.51,0.6864,nan,nan,nan,nan,0
6021510,4195,4.50,0.6206,nan,nan,nan,nan,0
6045030,4307,4.52,0.6658,42.287,5.893,0.339,0.2001,0
6048655,3666,4.88,0.4145,28.096,0.571,0.326,0.1824,1
6061592,4380,4.60,0.6953,29.220,0.130,0.225,0.0860,0
6062466,4204,4.59,0.6243,nan,nan,nan,nan,0
6102385,4111,4.54,0.5870,nan,nan,nan,nan,0
6104995,4322,4.59,0.6718,31.642,3.505,0.128,0.0492,0
6105749,4168,4.58,0.6098,44.370,0.488,0.316,0.1689,0
6109614,4113,4.41,0.5878,nan,nan,nan,nan,0
6110166,3245,5.07,0.2685,nan,nan,nan,nan,1
6110369,4193,4.49,0.6198,46.194,1.376,0.376,0.1946,0
6113803,4384,4.64,0.6969,nan,nan,nan,nan,0
6116632,4212,4.64,0.6275,47.642,0.855,0.370,0.1812,0
6123830,3950,4.72,0.5231,44.061,1.016,0.417,0.2344,1
6124132,3476,5.02,0.3459,61.990,1.353,0.290,0.0839,1
6124915,4394,4.68,0.7009,nan,nan,nan,nan,0
6124936,4289,4.55,0.6585,43.296,1.531,0.354,0.2006,0
6125059,3798,4.78,0.4642,nan,nan,nan,nan,1
6127433,4174,4.63,0.6122,nan,nan,nan,nan,0
6142942,4402,4.51,0.7042,nan,nan,nan,nan,0
6145351,4386,4.62,0.6977,nan,nan,nan,nan,0
6147617,3742,5.15,0.4429,4.924,0.129,0.051,0.0076,1
6181143,3274,5.03,0.2778,66.800,6.742,0.281,0.0694,1
6181204,3367,4.95,0.3085,nan,nan,nan,nan,1
6181761,3460,4.92,0.3403,56.828,0.806,0.474,0.2352,1
6182508,3709,4.81,0.4305,nan,nan,nan,nan,1
6182516,4290,4.51,0.6589,26.430,0.623,0.166,0.0336,0
6183224,4218,4.63,0.6299,nan,nan,nan,nan,0
6185083,4360,4.68,0.6872,32.255,8.521,0.254,0.1253,0
6185594,4186,4.37,0.6170,28.452,0.474,0.271,0.1344,0
6187322,3965,4.70,0.5290,62.809,1.946,0.283,0.0578,1
6199740,4155,4.66,0.6046,40.482,5.055,0.337,0.2165,0
6205405,3722,4.78,0.4354,nan,nan,nan,nan,1
6210982,4197,4.67,0.6214,42.095,0.879,0.349,0.2081,0
6212288,4219,4.57,0.6303,42.492,4.263,0.208,0.1136,0
6221981,4390,4.71,0.6993,44.798,0.872,0.362,0.1904,0
6228975,4363,4.71,0.6884,nan,nan,nan,nan,0
6231894,4163,4.57,0.6078,nan,nan,nan,nan,0
6234199,3948,4.71,0.5223,nan,nan,nan,nan,1
6263060,3882,4.73,0.4966,25.215,0.172,0.330,0.1760,1
6268173,4348,4.57,0.6823,34.931,4.357,0.294,0.1795,0
6268247,4379,4.62,0.6949,nan,nan,nan,nan,0
6268982,3860,4.74,0.4880,nan,nan,nan,nan,1
6271120,3924,4.72,0.5129,nan,nan,nan,nan,1
6281040,4156,4.51,0.6050,42.053,3.325,0.401,0.2396,0
6284682,4062,4.47,0.5674,nan,nan,nan,nan,0
6311359,4389,4.48,0.6989,nan,nan,nan,nan,0
6312858,4124,4.42,0.5922,nan,nan,nan,nan,0
6342520,3968,4.70,0.5302,24.837,3.066,0.212,0.0761,1
6342717,4271,4.55,0.6513,nan,nan,nan,nan,0
6343360,4275,4.63,0.6529,nan,nan,nan,nan,0
6345207,3887,4.73,0.4985,nan,nan,nan,nan,1
6345700,4191,4.58,0.6190,nan,nan,nan,nan,0
6350390,4348,4.59,0.6823,44.767,1.901,0.391,0.2105,0
6351151,4319,4.45,0.6706,nan,nan,nan,nan,0
6351754,4310,4.45,0.6670,38.548,4.521,0.271,0.1890,0
6352901,3336,5.02,0.2981,nan,nan,nan,nan,1
6367195,4334,4.48,0.6767,37.913,1.605,0.188,0.0984,0
6368427,4223,4.76,0.6319,35.953,4.759,0.128,0.0794,0
6371061,4228,4.48,0.6339,nan,nan,nan,nan,0
6374061,4333,4.72,0.6763,nan,nan,nan,nan,0
6390057,4165,4.57,0.6086,18.687,0.121,0.418,0.2301,0
6390121,4173,4.85,0.6118,46.865,8.449,0.407,0.2103,0
6392383,4271,4.59,0.6513,38.487,5.926,0.245,0.1633,0
6431075,4189,4.52,0.6182,35.048,0.327,0.334,0.2246,0
6436291,3515,4.04,0.3596,nan,nan,nan,nan,0
6442206,4393,4.72,0.7005,nan,nan,nan,nan,0
6442541,4344,4.53,0.6807,40.265,7.214,0.288,0.1920,0
6443238,4320,4.58,0.6710,nan,nan,nan,nan,0
6446622,4119,4.56,0.5902,32.942,0.872,0.356,0.2315,0
6449559,4312,4.72,0.6678,nan,nan,nan,nan,0
6451717,3643,4.89,0.4059,nan,nan,nan,nan,1
6461153,4081,4.60,0.5750,19.452,0.109,0.434,0.2439,0
6465729,4163,4.43,0.6078,nan,nan,nan,nan,0
6467894,3894,4.73,0.5012,nan,nan,nan,nan,1
6470362,3315,5.00,0.2912,52.504,14.871,0.255,0.1093,1
6501347,3831,4.72,0.4769,nan,nan,nan,nan,1
6502952,4228,4.63,0.6339,nan,nan,nan,nan,0
6504035,3791,4.75,0.4615,nan,nan,nan,nan,1
6504259,4400,4.44,0.7033,31.376,3.567,0.131,0.0468,0
6507276,3300,5.10,0.2863,nan,nan,nan,nan,1
6517103,4292,4.55,0.6597,nan,nan,nan,nan,0
6521136,4223,4.46,0.6319,20.149,1.113,0.283,0.1267,0
6521399,3672,4.77,0.4167,44.617,3.467,0.156,0.1049,1
6521678,4120,4.57,0.5906,58.348,9.747,0.310,0.0938,0
6523490,4314,4.55,0.6686,nan,nan,nan,nan,0
6523628,4390,4.62,0.6993,nan,nan,nan,nan,0
6527283,3991,4.71,0.5393,18.932,3.309,0.360,0.1884,1
6529799,3200,4.63,0.2544,nan,nan,nan,nan,0
6541829,3771,4.78,0.4539,25.675,3.506,0.339,0.1859,1
6547418,3949,4.56,0.5227,39.323,0.598,0.345,0.2314,0
6548650,4219,4.40,0.6303,nan,nan,nan,nan,0
6585512,4389,4.60,0.6989,nan,nan,nan,nan,0
6587816,4210,4.53,0.6267,nan,nan,nan,nan,0
6605735,4348,4.52,0.6823,nan,nan,nan,nan,0
6606956,4312,4.52,0.6678,46.665,0.424,0.459,0.2398,0
6611351,4378,4.59,0.6945,nan,nan,nan,nan,0
6615992,4292,4.59,0.6597,nan,nan,nan,nan,0
6666126,4350,4.43,0.6832,42.982,6.763,0.414,0.2370,0
6670624,3911,4.73,0.5079,37.118,4.184,0.168,0.1025,1
6676158,4380,4.56,0.6953,nan,nan,nan,nan,0
6691209,4352,4.65,0.6840,nan,nan,nan,nan,0
6696128,4331,4.79,0.6755,nan,nan,nan,nan,0
6696674,3698,4.81,0.4264,nan,nan,nan,nan,1
6699367,3556,4.99,0.3743,nan,nan,nan,nan,1
6699878,4365,4.66,0.6892,44.198,0.411,0.446,0.2454,0
6706383,4382,4.59,0.6961,nan,nan,nan,nan,0
6718482,3859,4.74,0.4877,2.926,0.030,0.382,0.2020,1
6719579,4338,4.54,0.6783,39.029,0.755,0.349,0.2405,0
6721402,4322,4.56,0.6718,36.810,1.179,0.287,0.1884,0
6750866,3891,4.75,0.5001,nan,nan,nan,nan,1
6750930,4145,4.58,0.6006,41.593,10.461,0.233,0.1391,0
6751520,3847,4.74,0.4830,41.028,1.010,0.184,0.1182,1
6751821,4346,4.52,0.6815,nan,nan,nan,nan,0
6751891,3418,5.02,0.3258,44.290,8.230,0.178,0.1221,1
6755437,4326,4.61,0.6735,nan,nan,nan,nan,0
6764930,4197,4.61,0.6214,nan,nan,nan,nan,0
6767592,4268,4.60,0.6500,44.694,3.312,0.400,0.2176,0
6768217,3605,4.83,0.3920,nan,nan,nan,nan,1
6782009,3828,4.75,0.4757,39.779,0.639,0.278,0.1881,1
6784487,4393,4.50,0.7005,nan,nan,nan,nan,0
6794736,4340,4.63,0.6791,nan,nan,nan,nan,0
6836243,4263,4.59,0.6480,nan,nan,nan,nan,0
6836624,3918,4.78,0.5106,nan,nan,nan,nan,1
6838113,3884,4.72,0.4973,19.911,0.509,0.170,0.0337,1
6848229,4395,4.50,0.7013,nan,nan,nan,nan,0
6848787,4360,4.51,0.6872,nan,nan,nan,nan,0
6850579,4282,4.61,0.6557,nan,nan,nan,nan,0
6853131,4277,4.53,0.6537,17.993,0.191,0.417,0.2246,0
6853185,4349,4.81,0.6828,nan,nan,nan,nan,0
6861510,4295,4.49,0.6609,42.562,1.692,0.303,0.1758,0
6862901,3939,4.70,0.5188,26.150,1.377,0.138,0.0389,1
6862933,4393,4.66,0.7005,nan,nan,nan,nan,0
6870482,4292,4.40,0.6597,nan,nan,nan,nan,0
6877599,3916,4.70,0.5098,nan,nan,nan,nan,1
6880639,4305,4.81,0.6650,26.970,0.338,0.367,0.2044,0
6921852,4083,4.51,0.5758,nan,nan,nan,nan,0
6922388,4298,4.53,0.6622,32.244,0.616,0.340,0.2061,0
6924644,4095,4.56,0.5806,43.032,0.212,0.267,0.1472,0
6925118,4104,4.46,0.5842,nan,nan,nan,nan,0
6927946,4138,4.62,0.5978,32.418,6.043,0.360,0.2312,0
6932794,4232,4.62,0.6355,44.463,1.251,0.307,0.1620,0
6933498,4188,4.47,0.6178,34.666,4.257,0.219,0.1130,0
6945594,4338,4.38,0.6783,nan,nan,nan,nan,0
6946948,4231,4.57,0.6351,46.730,1.328,0.297,0.1379,0
6947459,3465,5.39,0.3420,nan,nan,nan,nan,1
6947858,3458,4.88,0.3396,42.838,0.314,0.349,0.2341,1
6949235,4163,4.54,0.6078,nan,nan,nan,nan,0
6950796,4200,4.50,0.6227,42.839,5.150,0.168,0.1091,0
6954041,3901,4.73,0.5040,nan,nan,nan,nan,1
6962429,4247,4.61,0.6416,56.489,1.920,0.262,0.0602,0
6966955,4194,4.64,0.6202,46.415,9.607,0.369,0.1890,0
7007761,3906,4.72,0.5059,nan,nan,nan,nan,1
7014965,4168,4.57,0.6098,49.298,2.066,0.310,0.1322,0
7019739,4201,4.59,0.6231,nan,nan,nan,nan,0
7019844,3833,4.77,0.4776,nan,nan,nan,nan,1
7021696,4337,4.56,0.6779,30.437,0.729,0.396,0.2422,0
7021960,4081,4.52,0.5750,nan,nan,nan,nan,0
7024045,4230,4.44,0.6347,41.507,1.262,0.215,0.1295,0
7031948,3845,4.73,0.4822,42.126,0.832,0.143,0.1137,1
7047799,4085,4.63,0.5766,nan,nan,nan,nan,0
7051662,4340,4.57,0.6791,47.130,5.830,0.368,0.1806,0
7090355,4299,4.63,0.6626,nan,nan,nan,nan,0
7090779,3875,4.73,0.4939,nan,nan,nan,nan,1
7092051,3664,4.81,0.4137,nan,nan,nan,nan,1
7095218,3697,4.41,0.4260,nan,nan,nan,nan,0
7097869,4337,4.49,0.6779,nan,nan,nan,nan,0
7098049,4357,4.57,0.6860,nan,nan,nan,nan,0
7098468,4328,4.58,0.6743,nan,nan,nan,nan,0
7101219,4139,4.48,0.5982,nan,nan,nan,nan,0
7102773,4311,4.54,0.6674,37.240,4.635,0.310,0.2155,0
7104739,3628,4.83,0.4004,66.466,1.948,0.358,0.1157,1
7105730,4115,4.55,0.5886,nan,nan,nan,nan,0
7122176,4035,4.51,0.5567,41.777,7.444,0.288,0.1720,0
7137883,3950,4.71,0.5231,53.689,13.715,0.373,0.1553,1
7175889,4162,4.54,0.6074,44.914,1.928,0.259,0.1263,0
7177293,4324,4.42,0.6727,nan,nan,nan,nan,0
7192481,4095,4.58,0.5806,nan,nan,nan,nan,0
7200148,3357,5.01,0.3051,nan,nan,nan,nan,1
7200570,4296,4.75,0.6613,nan,nan,nan,nan,0
7201373,4279,4.55,0.6545,40.299,2.405,0.254,0.1700,0
7204633,4339,4.64,0.6787,nan,nan,nan,nan,0
7204656,4080,4.62,0.5746,17.665,3.165,0.257,0.1073,0
7207578,4067,4.38,0.5694,35.026,1.012,0.127,0.0791,0
7212329,4165,4.54,0.6086,nan,nan,nan,nan,0
7221823,4295,4.47,0.6609,45.761,8.347,0.390,0.2037,0
7254750,3795,4.77,0.4630,34.776,0.296,0.312,0.2023,1
7260604,4302,4.58,0.6638,41.002,1.264,0.214,0.1373,0
7265095,4309,4.64,0.6666,46.640,9.729,0.308,0.1451,0
7265592,4400,4.68,0.7033,41.572,7.800,0.141,0.1301,0
7268047,4305,4.70,0.6650,nan,nan,nan,nan,0
7270869,4358,4.70,0.6864,nan,nan,nan,nan,0
7271381,4151,4.55,0.6030,44.951,1.327,0.397,0.2165,0
7284327,4047,4.69,0.5614,nan,nan,nan,nan,0
7284772,4305,4.55,0.6650,43.697,5.323,0.353,0.1962,0
7286460,4332,4.53,0.6759,nan,nan,nan,nan,0
7287588,4362,4.71,0.6880,nan,nan,nan,nan,0
7287850,3954,4.43,0.5247,nan,nan,nan,nan,0
7292747,4321,4.70,0.6714,39.954,1.357,0.297,0.2007,0
7297372,4320,4.63,0.6710,31.843,0.385,0.382,0.2397,0
7298655,4383,4.51,0.6965,32.050,5.427,0.358,0.2175,0
7300506,3591,4.80,0.3869,49.889,12.647,0.325,0.1593,1
7303973,3918,4.71,0.5106,51.097,1.711,0.429,0.2041,1
7336414,3835,4.74,0.4784,41.130,4.020,0.350,0.2199,1
7337553,4355,4.58,0.6852,nan,nan,nan,nan,0
7337588,3456,4.92,0.3389,53.284,1.690,0.212,0.0673,1
7339495,4290,4.57,0.6589,nan,nan,nan,nan,0
7345195,3807,4.72,0.4676,nan,nan,nan,nan,1
7349014,3802,4.75,0.4657,41.755,0.430,0.353,0.2192,1
7357646,4192,4.59,0.6194,35.980,1.041,0.221,0.1233,0
7364389,3491,4.86,0.3511,51.094,10.504,0.365,0.1870,1
7366529,4187,4.52,0.6174,43.900,0.920,0.216,0.1044,0
7377223,3430,4.96,0.3299,nan,nan,nan,nan,1
7378061,3447,4.88,0.3358,52.790,6.948,0.267,0.1095,1
7378315,4213,4.64,0.6279,45.131,0.686,0.164,0.0900,0
7381322,4212,4.57,0.6275,nan,nan,nan,nan,0
7385913,3626,4.79,0.3997,nan,nan,nan,nan,1
7416538,4308,4.53,0.6662,34.109,1.384,0.203,0.0880,0
7418013,3950,4.71,0.5231,nan,nan,nan,nan,1
7418952,4220,4.52,0.6307,33.889,7.515,0.098,0.0633,0
7419039,4319,4.74,0.6706,37.731,6.495,0.321,0.2308,0
7421761,4191,4.60,0.6190,nan,nan,nan,nan,0
7422680,3895,4.57,0.5016,nan,nan,nan,nan,0
7428383,4337,4.49,0.6779,nan,nan,nan,nan,0
7438997,3863,4.74,0.4892,48.336,11.325,0.322,0.1460,1
7447545,4353,4.52,0.6844,nan,nan,nan,nan,0
7450182,4039,4.54,0.5583,43.014,0.312,0.281,0.1561,0
7451448,3997,4.75,0.5416,18.831,0.439,0.252,0.1032,1
7459061,4300,4.62,0.6630,nan,nan,nan,nan,0
7460575,3958,4.72,0.5263,42.890,0.272,0.412,0.2398,1
7464965,4037,4.51,0.5575,32.030,2.837,0.164,0.0652,0
7509952,4284,4.60,0.6565,40.591,10.423,0.224,0.1481,0
7514582,4083,4.50,0.5758,48.458,5.047,0.232,0.0802,0
7516038,4350,4.41,0.6832,36.586,5.557,0.266,0.1645,0
7518934,4122,4.75,0.5914,24.130,0.717,0.175,0.0420,0
7523710,3402,4.91,0.3203,64.744,2.837,0.193,0.0365,1
7539013,3961,4.72,0.5274,nan,nan,nan,nan,1
7542911,3317,4.99,0.2918,31.948,6.551,0.219,0.1018,1
7544363,4381,4.52,0.6957,39.100,4.004,0.308,0.2181,0
7544795,4265,4.62,0.6488,nan,nan,nan,nan,0
7546105,3609,4.91,0.3935,18.755,0.092,0.084,0.0250,1
7547168,4358,4.56,0.6864,nan,nan,nan,nan,0
7547279,4391,4.62,0.6997,35.458,2.491,0.187,0.0774,0
7549171,3856,4.80,0.4865,40.612,7.390,0.261,0.1652,1
7581869,3550,5.39,0.3721,1.624,0.094,0.101,0.0087,1
7582511,3813,4.74,0.4699,nan,nan,nan,nan,1
7592283,4334,4.51,0.6767,38.208,0.619,0.278,0.1918,0
7601970,4114,4.59,0.5882,39.076,1.617,0.183,0.1190,0
7612968,3949,4.71,0.5227,35.897,1.019,0.333,0.2327,1
7617164,4095,4.62,0.5806,20.319,0.339,0.437,0.2477,0
7628679,4230,4.43,0.6347,41.307,6.708,0.239,0.1479,0
7635416,4294,4.62,0.6605,nan,nan,nan,nan,0
7658133,4214,4.48,0.6283,nan,nan,nan,nan,0
7658632,4139,4.62,0.5982,41.788,0.711,0.373,0.2260,0
7659417,3564,4.88,0.3771,nan,nan,nan,nan,1
7659678,4304,4.41,0.6646,nan,nan,nan,nan,0
7662118,4109,4.56,0.5862,nan,nan,nan,nan,0
7662697,3716,4.79,0.4331,17.563,0.272,0.386,0.2089,1
7664406,3443,4.94,0.3344,nan,nan,nan,nan,1
7668974,4144,4.42,0.6002,57.100,0.720,0.283,0.0772,0
7676737,4084,4.46,0.5762,29.064,0.727,0.202,0.0765,0
7680819,3786,4.80,0.4596,nan,nan,nan,nan,1
7684686,3729,4.89,0.4380,24.333,1.503,0.315,0.1638,1
7685799,4219,4.54,0.6303,nan,nan,nan,nan,0
7694656,4358,4.51,0.6864,32.649,0.953,0.383,0.2441,0
7701072,4263,4.70,0.6480,nan,nan,nan,nan,0
7729121,4363,4.55,0.6884,nan,nan,nan,nan,0
7731995,4044,4.61,0.5603,nan,nan,nan,nan,0
7734760,4311,4.69,0.6674,41.212,0.754,0.273,0.1713,0
7756248,4087,4.22,0.5774,29.496,4.337,0.400,0.2495,0
7757038,4395,4.60,0.7013,nan,nan,nan,nan,0
7760658,4186,4.46,0.6170,nan,nan,nan,nan,0
7764870,4318,4.58,0.6702,28.895,0.310,0.341,0.1896,0
7768446,4365,4.50,0.6892,27.955,1.482,0.186,0.0473,0
7769303,4286,4.42,0.6573,nan,nan,nan,nan,0
7772757,3886,4.73,0.4981,45.423,0.769,0.327,0.1669,1
7772805,4163,4.41,0.6078,nan,nan,nan,nan,0
7797376,4207,4.56,0.6255,nan,nan,nan,nan,0
7797925,4291,4.60,0.6593,28.386,0.151,0.318,0.1696,0
7799432,4001,4.70,0.5432,nan,nan,nan,nan,1
7801638,4208,4.60,0.6259,39.713,7.977,0.291,0.1975,0
7801869,4049,4.72,0.5622,20.342,4.678,0.180,0.0428,0
7809108,3934,4.73,0.5169,21.134,0.911,0.427,0.2411,1
7809913,4317,4.42,0.6698,45.655,4.554,0.164,0.0865,0
7811365,4172,4.59,0.6114,38.446,3.437,0.173,0.1089,0
7813530,3951,4.71,0.5235,nan,nan,nan,nan,1
7815890,4326,4.70,0.6735,33.934,2.640,0.268,0.1487,0
7816331,3798,4.76,0.4642,24.633,3.965,0.268,0.1256,1
7816419,4069,4.26,0.5702,42.911,1.521,0.396,0.2302,0
7830098,3918,4.49,0.5106,nan,nan,nan,nan,0
7833371,4206,4.63,0.6251,44.841,0.260,0.445,0.2447,0
7836762,3999,4.47,0.5424,0.807,0.004,0.204,0.0706,0
7849913,4325,4.39,0.6731,nan,nan,nan,nan,0
7866801,4404,4.57,0.7050,nan,nan,nan,nan,0
7866904,3944,4.44,0.5208,2.503,0.554,0.215,0.0784,0
7868967,3867,4.72,0.4908,41.318,1.431,0.374,0.2301,1
7871319,4209,4.58,0.6263,13.859,0.282,0.296,0.1345,0
7872663,4124,4.46,0.5922,nan,nan,nan,nan,0
7872920,4353,4.50,0.6844,nan,nan,nan,nan,0
7875533,4168,4.94,0.6098,46.722,6.470,0.298,0.1399,0
7877416,4389,4.62,0.6989,37.506,8.457,0.342,0.2499,0
