,angDist,kepid,source_id,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,tm_designation,ra_kic,dec_kic,kepmag,teff,teff_err1,teff_err2,teff_prov,logg_gk,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,kepoi_name,planet?,relative_parallax_err,Teff,logg_mc,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag,jz
37501,0.151497,11182210.0,2.131222042825094e+18,287.22110526853,0.0196,48.82718263135,0.0232,1.82,0.0209,-5.819,0.04,-27.711,0.044,188128.0,27.6643,12.502231,101944.0,93.6678,12.830481,124292.0,69.6442,12.02581,0.80467,-2.26,1.44,5825.67,,,1.47,2.237,b'2MASS J19085306+4849381',287.2211,48.827271,12.544,6046.0,163.0,-163.0,b'PHO1',4.148,0.241,-0.13,b'FLK73',-0.28,0.3,-0.3,b'KIC0',1.379,0.291,-0.356,0.975,0.159,-0.106,b'DSEP',0.0,0.0,0.0,11.514,11.219,11.157,b'N/A',b'none',0.011483516483516483,5787,4.38,1.044,24.939,4.419,515.64,0.449,0.2731,0,---,1.4110976767307835
37504,0.073694,11182897.0,2.131230190381482e+18,287.71330737012,0.0192,48.80379637423,0.0227,8.5647,0.0225,18.668,0.043,49.745,0.049,1223120.0,811.585,10.469693,622750.0,1398.27,10.865603,846116.0,1350.84,9.943346,0.922257,-24.13,0.29,5540.0,0.0737,0.0375,0.89,0.671,b'2MASS J19105115+4848129',287.71317,48.8036,10.518,5632.0,152.0,-169.0,b'PHO1',4.444,0.098,-0.182,b'KIC0',-0.1,0.3,-0.3,b'KIC0',0.936,0.254,-0.127,0.889,0.114,-0.085,b'DSEP',0.0,0.0,0.0,9.338,8.989,8.92,b'N/A',b'none',0.002627062243861431,5373,4.45,0.9311,13.982999999999999,0.044000000000000004,18137.51,1.1079999999999999,0.6557,0,---,0.131757006174204
37532,0.033686,11188956.0,2.1295444672585667e+18,291.06414405477,0.0182,48.84622742105,0.0238,13.8086,0.0209,66.62,0.04,-59.545,0.045,312621.0,58.6633,11.95082,108975.0,162.459,12.758074,294750.0,251.143,11.088287,1.669787,4.81,0.4,4164.49,0.076,0.052,0.6,0.098,b'2MASS J19241529+4850473',291.06372,48.846489,11.967,4147.0,124.0,-124.0,b'PHO1',4.658,0.056,-0.024,b'KIC0',-0.22,0.3,-0.3,b'KIC0',0.593,0.043,-0.06,0.583,0.059,-0.053,b'DSEP',0.0,0.0,0.0,10.006,9.273,9.203,b'N/A',b'none',0.001513549527106296,4017,4.48,0.5495,22.105999999999998,0.099,3332.5,1.1909999999999998,0.6634,0,---,2.860263265687474
37543,0.094165,11190412.0,2.1297238551523292e+18,291.84080702625,0.0131,48.89402239095,0.0147,4.7495,0.0138,28.617,0.029,21.136,0.027,73232.9,13.9174,13.526601,29895.5,25.609,14.162374,62203.9,50.0692,12.777376,1.384997,24.93,4.65,4787.0,0.127,0.0527,0.56,0.149,b'2MASS J19272174+4853381',291.84058,48.893929,13.529,4562.0,136.0,-123.0,b'PHO1',4.613,0.052,-0.028,b'KIC0',-0.22,0.3,-0.3,b'KIC0',0.661,0.052,-0.058,0.653,0.071,-0.051,b'DSEP',0.0,0.0,0.0,11.854,11.291,11.153,b'N/A',b'none',0.0029055690072639223,4412,4.56,0.6753,36.076,5.727,2783.54,0.396,0.2897,0,---,0.3112907571686962
37544,0.055696,11190538.0,2.1297209002147973e+18,291.91524027703,0.1518,48.88527147752,0.1551,3.4632,0.1592,-11.216,0.34,-10.044,0.292,304611.0,59.4493,11.979,161684.0,219.947,12.32972,205042.0,141.554,11.482313,0.847406,7.03,0.8,5761.0,0.1207,0.0697,1.01,1.004,b'2MASS J19273967+4853071',291.91531,48.88533,11.999,5817.0,69.0,-87.0,b'SPE68',4.496,0.023,-0.128,b'SPE68',0.14,0.15,-0.15,b'SPE68',0.962,0.145,-0.048,1.057,0.05,-0.081,b'DSEP',0.0,0.0,0.0,10.912,10.591,10.521,b'N/A',b'none',0.04596904596904597,5613,4.53,0.9953,28.141,2.537,984.7,0.581,0.345,0,---,2.364685738749761
37545,0.027366,11190616.0,2.1297193583262828e+18,291.94904792784,0.018,48.81595060474,0.0218,4.3175,0.021,-32.328,0.038,-26.918,0.04,188861.0,34.4684,12.498012,90176.9,134.578,12.963651,139719.0,100.185,11.898781,1.06487,-34.72,0.79,5068.57,0.1563,0.078,0.86,0.436,b'2MASS J19274782+4848578',291.94925,48.816071,12.498,5277.0,158.0,-142.0,b'PHO1',4.451,0.12,-0.18,b'KIC0',-0.04,0.3,-0.3,b'KIC0',0.882,0.173,-0.119,0.801,0.112,-0.06,b'DSEP',0.0,0.0,0.0,11.184,10.761,10.691,b'N/A',b'none',0.004863925883034164,5100,4.33,0.8601,28.294,0.184,4924.12,0.677,0.4359,0,---,2.556829354715378
37548,0.047164,11190936.0,2.1296743814288284e+18,292.11804481662,0.0176,48.84988475988,0.0194,5.2242,0.0196,-1.277,0.039,-3.308,0.036,162749.0,67.5776,12.659569,71530.9,163.748,13.215154,129329.0,148.895,11.982683,1.232471,-14.42,2.56,4834.44,0.2325,0.107,0.74,0.271,b'2MASS J19282833+4850596',292.11807,48.849892,12.653,4979.0,134.0,-134.0,b'PHO1',4.489,0.1,-0.536,b'KIC0',0.22,0.2,-0.3,b'KIC0',0.846,0.139,-0.09,0.804,0.074,-0.055,b'DSEP',0.0,0.0,0.0,11.148,10.685,10.575,b'N/A',b'none',0.003751770606025803,4784,4.22,0.7777,14.024000000000001,0.027000000000000003,12108.92,1.3090000000000002,0.7193,0,---,0.2675624173008904
37549,0.615697,11190969.0,2.1296745188677993e+18,292.13969215593,0.6986,48.87418137626,0.7696,,,,,,,100455.0,1219.63,13.18344,64901.0,393.754,13.32076,100031.0,646.939,12.261581,1.059178,20.62,9.14,5163.2,,,,,b'2MASS J19283352+4852276',292.13971,48.874352,12.814,4941.0,148.0,-148.0,b'PHO1',4.703,0.046,-0.025,b'KIC0',-1.4,0.3,-0.3,b'KIC0',0.553,0.026,-0.033,0.562,0.037,-0.017,b'DSEP',0.0,0.0,2.0,11.46,11.015,10.939,b'N/A',b'none',,4864,4.7,0.7988,2.603,0.003,15665.11,1.4969999999999999,0.7139,0,---,
37561,0.114073,11191776.0,2.1296831088025075e+18,292.54567797157,0.0207,48.83554303012,0.0252,1.7341,0.0226,7.129,0.048,7.029,0.054,135531.0,25.6843,12.858268,70959.9,60.6289,13.223856,92498.2,78.4018,12.346587,0.877269,-54.19,2.69,5566.5,0.429,0.213,1.45,1.808,b'2MASS J19301094+4850079',292.54559,48.835529,12.864,5936.0,142.0,-177.0,b'PHO1',4.5,0.05,-0.15,b'FLK73',-0.08,0.25,-0.3,b'KIC0',0.938,0.197,-0.098,1.016,0.098,-0.135,b'DSEP',0.0,0.0,0.0,11.73,11.443,11.385,b'N/A',b'none',0.013032697076293178,5690,4.3,1.0166,22.058000000000003,3.82,1551.39,0.452,0.3157,0,---,2.8825447973696865
37572,0.180297,11193107.0,2.1290245700577825e+18,293.21744950838,0.0183,48.80505279583,0.0236,4.2009,0.023,-7.758,0.041,5.972,0.044,171423.0,67.6936,12.603196,82497.8,166.272,13.060283,126147.0,140.246,12.009724,1.050559,-7.88,2.02,5109.0,0.133,0.0655,0.82,0.414,b'2MASS J19325220+4848179',293.21753,48.804981,12.626,5300.0,159.0,-143.0,b'PHO1',4.461,0.115,-0.127,b'KIC0',-0.12,0.3,-0.3,b'KIC0',0.863,0.13,-0.118,0.786,0.11,-0.055,b'DSEP',0.0,0.0,0.0,11.287,10.895,10.816,b'N/A',b'none',0.005475017258206575,5124,4.46,0.8663,22.531999999999996,0.033,17881.33,1.099,0.5983,0,---,1.9606715402259975
37635,3.935045,11200185.0,2.0867134041185556e+18,296.26485170677,0.0251,48.82996218928,0.0324,8.6764,0.0264,13.953,0.051,-1.331,0.056,728088.0,749.186,11.032907,350252.0,1382.7,11.490437,532411.0,1380.94,10.446302,1.044134,-29.68,0.84,5197.05,0.119,0.061,0.79,0.406,b'2MASS J19450343+4849516',296.26431,48.83102,10.276,5272.0,73.0,-84.0,b'SPE68',4.574,0.017,-0.088,b'SPE68',0.12,0.15,-0.15,b'SPE68',0.813,0.08,-0.029,0.902,0.032,-0.064,b'DSEP',0.0,0.0,0.0,9.155,8.842,8.784,b'N/A',b'none',0.003042736618874188,5415,4.48,0.9421,4.363,0.013000000000000001,36852.33,0.625,0.3616,0,---,0.3394396424443582
37636,0.090045,11200185.0,2.0867134041185556e+18,296.26439791366,0.0228,48.83097975553,0.0293,8.6489,0.026,14.69,0.048,-3.674,0.05,1483890.0,1693.42,10.259865,770430.0,2599.75,10.634556,1006840.0,2425.56,9.754523,0.880033,-30.27,0.67,5448.0,0.0148,0.0083,1.01,0.805,b'2MASS J19450343+4849516',296.26431,48.83102,10.276,5272.0,73.0,-84.0,b'SPE68',4.574,0.017,-0.088,b'SPE68',0.12,0.15,-0.15,b'SPE68',0.813,0.08,-0.029,0.902,0.032,-0.064,b'DSEP',0.0,0.0,0.0,9.155,8.842,8.784,b'N/A',b'none',0.003006162633398467,5415,4.48,0.9421,4.363,0.013000000000000001,36852.33,0.625,0.3616,0,---,0.4373219376472012
37643,0.040928,11204828.0,2.0865695055359718e+18,297.98152549865,0.0177,48.80913165816,0.0246,3.1748,0.0226,-4.22,0.039,-15.344,0.043,139044.0,96.4542,12.830487,70344.6,208.06,13.233312,98171.9,150.057,12.281953,0.951359,8.08,7.43,5415.0,0.0857,0.0445,0.85,0.562,b'2MASS J19515557+4848331',297.98157,48.8092,12.858,5648.0,152.0,-152.0,b'PHO1',4.391,0.149,-0.182,b'KIC0',-0.18,0.3,-0.25,b'KIC0',0.976,0.269,-0.166,0.856,0.123,-0.076,b'DSEP',0.0,0.0,0.0,11.613,11.291,11.247,b'N/A',b'none',0.0071185586493637395,5433,4.39,0.9469,13.929,0.011000000000000001,17868.4,1.392,0.6954,0,---,0.3427058058528132
37731,0.0994,11236769.0,2.1312347215674025e+18,287.96172073891,0.0351,48.92539055404,0.0385,3.1577,0.0423,-4.728,0.067,-3.672,0.064,169645.0,47.5056,12.614515,86350.9,149.25,13.010721,118582.0,98.5346,12.076875,0.933847,-21.53,6.36,5445.5,0.192,0.0985,0.93,0.691,b'2MASS J19115081+4855315',287.96173,48.92543,12.645,5645.0,152.0,-152.0,b'PHO1',4.49,0.076,-0.114,b'FLK73',-0.24,0.3,-0.3,b'KIC0',0.872,0.152,-0.089,0.856,0.102,-0.083,b'DSEP',0.0,0.0,0.0,11.479,11.098,11.016,b'N/A',b'none',0.013395826075941348,5454,4.25,0.9525,17.302,0.9690000000000001,4764.74,0.557,0.3694,0,---,0.6835107197888328
37789,0.030252,11243821.0,2.1297370492922568e+18,291.66992414153,0.3572,48.99815462413,0.3768,1.4437,0.3878,-6.593,0.811,-5.538,0.761,201633.0,107.494,12.426963,102736.0,177.92,12.82208,143286.0,122.499,11.871408,0.950672,-44.36,1.75,5411.5,,,,,b'2MASS J19264079+4859534',291.66998,48.99818,12.463,5458.0,146.0,-146.0,b'PHO1',4.603,0.032,-0.12,b'KIC0',-0.3,0.3,-0.3,b'KIC0',0.755,0.136,-0.063,0.845,0.08,-0.098,b'DSEP',0.0,0.0,0.0,11.238,10.889,10.819,b'N/A',b'none',0.2686153633026252,5291,4.68,0.9096,9.515,0.046,14710.25,1.409,0.7481,0,---,1.8480951331664286
37870,0.102906,11255506.0,2.0868017086442834e+18,296.71382912738,0.0126,48.99890820726,0.0126,0.8752,0.0133,-7.312,0.03,-3.389,0.027,97628.5,21.4484,13.214424,53289.4,55.13,13.534785,64405.1,40.8469,12.739619,0.795166,-9.29,4.22,5861.0,,,2.17,5.01,b'2MASS J19465132+4859562',296.71387,48.998951,13.279,6181.0,166.0,-203.0,b'PHO1',4.455,0.056,-0.224,b'KIC0',-0.12,0.25,-0.3,b'KIC0',1.018,0.349,-0.116,1.073,0.155,-0.141,b'DSEP',0.0,0.0,0.0,12.217,11.987,11.897,b'N/A',b'none',0.01519652650822669,5941,4.47,1.0891,9.396,0.308,1001.45,0.375,0.2598,0,---,10.324047077206492
37889,0.116433,11283797.0,2.1318573543863437e+18,283.87004139689,0.0179,49.05354791928,0.0212,4.8443,0.0203,-3.369,0.038,19.792,0.044,748442.0,328.33,11.002971,410361.0,498.868,11.318472,481115.0,450.396,10.556296,0.762176,-16.36,0.55,5808.17,0.0885,0.047,1.11,1.257,b'2MASS J18552882+4903125',283.87009,49.05349,11.09,6194.0,149.0,-204.0,b'PHO1',4.407,0.052,-0.157,b'FLK73',0.12,0.25,-0.3,b'KIC0',1.123,0.256,-0.11,1.178,0.107,-0.16,b'DSEP',0.0,0.0,0.0,10.038,9.787,9.735,b'N/A',b'none',0.004190491918337015,5910,4.31,1.0798,11.353,0.044000000000000004,3850.52,0.748,0.5117,0,---,1.0637141908572212
37899,0.064837,11284655.0,2.131802344446488e+18,284.48591201863,0.019,49.04488344663,0.0251,7.354,0.0238,22.069,0.04,27.714,0.041,404637.0,173.273,11.670702,188444.0,512.262,12.163433,305835.0,447.551,11.048201,1.115233,2.07,0.4,5007.23,0.1533,0.0703,0.76,0.326,b'2MASS J18575657+4902411',284.48575,49.04475,11.722,5183.0,154.0,-154.0,b'PHO1',4.453,0.105,-0.21,b'KIC0',0.1,0.25,-0.25,b'KIC0',0.888,0.19,-0.127,0.816,0.096,-0.064,b'DSEP',0.0,0.0,0.0,10.291,9.859,9.734,b'N/A',b'none',0.0032363339679086214,4967,4.27,0.8257,11.465,0.22699999999999998,8283.79,1.344,0.7205,0,---,0.18445408799400223
37929,0.157227,11288330.0,2.1312744800844216e+18,286.93630226463,0.0179,49.02384405044,0.0205,4.4155,0.0195,-5.684,0.037,-12.644,0.04,670820.0,235.81,11.121851,362654.0,332.024,11.452657,438430.0,300.972,10.65717,0.795486,-22.97,0.64,5750.67,0.0782,0.0395,1.18,1.361,b'2MASS J19074470+4901261',286.93628,49.023918,11.216,6147.0,149.0,-235.0,b'PHO1',4.435,0.05,-0.15,b'FLK73',0.21,0.15,-0.3,b'KIC0',1.096,0.228,-0.123,1.193,0.097,-0.166,b'DSEP',0.0,0.0,0.0,10.146,9.871,9.821,b'N/A',b'none',0.004416260899105425,5814,4.22,1.0517,16.809,0.546,1709.01,0.385,0.3061,0,---,0.3276913138455791
37949,0.4315,11293985.0,2.129586381838625e+18,290.20357221101,1.4079,49.04285002641,1.3862,,,,,,,297452.0,317.036,12.004822,162810.0,155.225,12.322187,203838.0,136.067,11.488709,0.833478,-3.75,7.47,5734.87,,,,,b'2MASS J19204885+4902346',290.20355,49.042969,12.001,5936.0,141.0,-159.0,b'PHO1',4.331,0.195,-0.195,b'KIC0',-0.54,0.3,-0.25,b'KIC0',1.027,0.291,-0.218,0.824,0.114,-0.061,b'DSEP',0.0,0.0,0.0,10.945,10.592,10.556,b'N/A',b'none',,5708,4.33,1.0216,19.892,3.8080000000000003,1326.32,0.434,0.327,0,---,
37954,0.194953,11294453.0,2.1296052152756795e+18,290.4796519263,0.0174,49.02346292688,0.0201,2.3894,0.0199,10.244,0.037,-3.11,0.04,358926.0,90.5549,11.800854,194200.0,225.264,12.130763,239126.0,155.933,11.315352,0.815411,-27.41,9.71,5824.33,0.6637,0.3375,1.55,2.476,b'2MASS J19215508+4901246',290.47952,49.02351,11.856,5948.0,160.0,-177.0,b'PHO1',4.449,0.07,-0.21,b'KIC0',-0.06,0.25,-0.3,b'KIC0',0.994,0.314,-0.125,1.014,0.142,-0.129,b'DSEP',0.0,0.0,1.0,10.729,10.397,10.353,b'N/A',b'none',0.00832845065706872,5695,4.45,1.018,27.518,0.034,562.07,0.9940000000000001,0.5178,0,---,3.845855840946403
37965,0.094641,11295582.0,2.129926165291545e+18,291.12037745312,0.0178,49.09015791674,0.0242,1.8521,0.0205,1.314,0.04,-1.713,0.045,221984.0,37.6723,12.322563,120607.0,103.027,12.647957,145212.0,115.983,11.856914,0.791043,-17.37,1.32,5857.0,0.7352,0.3605,1.55,2.544,b'2MASS J19242888+4905246',291.12033,49.090172,12.377,6122.0,163.0,-199.0,b'PHO1',4.266,0.135,-0.135,b'FLK73',0.12,0.25,-0.3,b'KIC0',1.322,0.291,-0.238,1.177,0.125,-0.166,b'DSEP',0.0,0.0,1.0,11.342,11.08,11.003,b'N/A',b'none',0.011068516818746288,5855,4.33,1.0636,13.787,0.455,881.2,0.43200000000000005,0.3193,0,---,1.0284313876233602
37979,0.084498,11296117.0,2.1297354687455112e+18,291.40215194295,0.0159,49.01276800527,0.0226,5.6354,0.0183,-2.108,0.036,-12.202,0.043,127308.0,43.5411,12.926224,47921.5,76.4946,13.650064,115061.0,106.725,12.109597,1.540466,-5.21,6.44,4454.79,1.0207,0.508,0.76,0.207,b'2MASS J19253651+4900461',291.40213,49.012821,12.945,4411.0,119.0,-133.0,b'PHO1',4.593,0.052,-0.02,b'KIC0',0.07,0.25,-0.3,b'KIC0',0.69,0.032,-0.061,0.68,0.053,-0.053,b'DSEP',0.0,0.0,0.0,11.085,10.462,10.315,b'N/A',b'none',0.003247329382120169,4224,4.4,0.6323,11.924000000000001,0.083,4821.36,1.109,0.5989,0,---,0.2568365820623077
37984,0.074112,11296802.0,2.1297268143899254e+18,291.7734260145,0.0231,49.00930787052,0.0239,0.9143,0.0237,-7.332,0.053,-14.8,0.049,160775.0,64.2447,12.672816,84459.2,158.479,13.034771,109858.0,100.163,12.159843,0.874929,-22.86,1.99,5638.18,,,2.9,7.67,b'2MASS J19270563+4900338',291.77347,49.009392,12.706,5721.0,155.0,-155.0,b'PHO1',4.555,0.05,-0.15,b'KIC0',-0.48,0.3,-0.3,b'KIC0',0.792,0.181,-0.072,0.82,0.095,-0.071,b'DSEP',0.0,0.0,0.0,11.581,11.261,11.196,b'N/A',b'none',0.025921469977031607,5516,4.56,0.9690000000000001,12.527999999999999,0.036000000000000004,13947.13,1.199,0.6853,0,---,3.3152226557109254
38009,0.143838,11299029.0,2.129781412013834e+18,292.89879571399,0.0175,49.04716618734,0.0199,3.1186,0.0203,10.512,0.037,18.059,0.035,340708.0,64.3325,11.85741,187743.0,230.692,12.167478,220259.0,198.868,11.404584,0.762894,-24.25,0.57,6036.0,0.0752,0.0373,1.07,1.367,b'2MASS J19313569+4902493',292.89871,49.04705,11.906,6194.0,153.0,-200.0,b'PHO1',4.445,0.05,-0.15,b'FLK73',0.07,0.2,-0.35,b'KIC0',1.069,0.221,-0.119,1.161,0.099,-0.17,b'DSEP',0.0,0.0,0.0,10.871,10.646,10.586,b'N/A',b'none',0.006509331110113512,5938,4.41,1.0882,11.379000000000001,0.111,3058.7,0.757,0.5244,0,---,0.41146000378095043
38021,0.045514,11299846.0,2.1290353246559928e+18,293.30723411412,0.021,49.08278848365,0.0223,2.1813,0.0237,4.815,0.043,7.842,0.043,142306.0,75.4215,12.805305,77409.8,113.117,13.129398,93570.3,139.555,12.334075,0.795323,-5.63,2.25,5854.0,0.0653,0.0345,1.05,1.176,b'2MASS J19331373+4904579',293.30722,49.08276,12.864,6200.0,151.0,-216.0,b'PHO1',4.384,0.072,-0.217,b'KIC0',-0.04,0.25,-0.3,b'KIC0',1.11,0.358,-0.154,1.084,0.168,-0.122,b'DSEP',0.0,0.0,0.0,11.791,11.542,11.457,b'N/A',b'none',0.010865080456608445,5904,4.39,1.078,6.954,0.006999999999999999,21451.23,1.385,0.7393,0,---,0.741235131883511
38044,0.124939,11303501.0,2.134803431375988e+18,294.92964909057,0.0194,49.00036304741,0.0224,4.0853,0.0221,-7.356,0.044,-23.793,0.044,183476.0,31.7442,12.529415,92542.2,119.414,12.935539,129488.0,89.4091,11.981346,0.954193,2.37,1.73,5385.33,0.029,0.0125,0.77,0.45,b'2MASS J19394313+4900016',294.92975,49.000462,12.579,5448.0,162.0,-146.0,b'PHO1',4.564,0.067,-0.09,b'KIC0',-0.5,0.3,-0.3,b'KIC0',0.747,0.12,-0.074,0.745,0.097,-0.052,b'DSEP',0.0,0.0,0.0,11.321,10.971,10.892,b'N/A',b'none',0.005409639438964091,5284,4.56,0.9078,23.685,0.193,3906.01,0.6970000000000001,0.4768,0,---,0.2991920624303446
38054,0.022203,11304230.0,2.1348133956992973e+18,295.24668757738,0.0194,49.06519281441,0.0217,4.0789,0.0235,2.677,0.042,-20.907,0.045,342401.0,100.846,11.852028,181225.0,237.612,12.205844,230365.0,215.752,11.355881,0.849963,-5.92,0.98,5749.4,0.026,0.0207,0.91,0.814,b'2MASS J19405920+4903550',295.24667,49.065289,11.883,5772.0,69.0,-86.0,b'SPE68',4.514,0.021,-0.126,b'SPE68',0.06,0.15,-0.15,b'SPE68',0.923,0.143,-0.048,1.016,0.05,-0.074,b'DSEP',0.0,0.0,0.0,10.769,10.479,10.437,b'N/A',b'none',0.005761357228664591,5608,4.44,0.9939,7.159,0.022000000000000002,16074.78,1.287,0.7016,0,---,0.6197676253779998
38078,0.153071,11306960.0,2.0868105390974628e+18,296.31519854685,0.0151,49.00561203484,0.0193,5.426,0.0184,10.453,0.033,-33.433,0.031,104105.0,30.0301,13.144691,41150.5,82.5775,13.81545,90316.9,60.0753,12.372498,1.442952,-37.3,3.32,4685.95,0.365,0.1763,0.62,0.168,b'2MASS J19451562+4900208',296.31512,49.005798,13.16,4348.0,118.0,-144.0,b'PHO1',4.66,0.059,-0.027,b'KIC0',-0.5,0.3,-0.3,b'KIC0',0.585,0.045,-0.056,0.569,0.063,-0.042,b'DSEP',0.0,0.0,0.0,11.389,10.839,10.721,b'N/A',b'none',0.003391079985256174,4254,4.63,0.6444,38.247,1.681,3840.66,0.45,0.2999,0,---,3.6521001041785137
38079,0.04475,11307847.0,2.0868122227247764e+18,296.63358097951,0.0211,49.03008807722,0.0224,3.0994,0.0244,-11.791,0.053,-40.158,0.05,389410.0,122.077,11.712347,207285.0,331.228,12.059971,261633.0,259.969,11.21769,0.84228,-18.74,10.92,5730.75,0.3135,0.163,1.29,1.606,b'2MASS J19463207+4901489',296.63364,49.030258,11.802,5729.0,155.0,-155.0,b'PHO1',4.495,0.088,-0.162,b'KIC0',-0.46,0.3,-0.3,b'KIC0',0.843,0.202,-0.101,0.809,0.105,-0.061,b'DSEP',0.0,0.0,0.0,10.681,10.372,10.305,b'N/A',b'none',0.007872491449958056,5527,4.5,0.972,7.961,0.016,9379.71,1.2209999999999999,0.6712,0,---,0.8464679712721845
38092,0.105518,11308629.0,2.0868222858300306e+18,296.90259558075,0.0172,49.06392987164,0.0199,1.9356,0.0202,2.558,0.038,-12.253,0.038,236548.0,38.3763,12.253566,127428.0,145.547,12.588228,156969.0,105.44,11.772384,0.815845,11.5,1.35,5774.0,0.6937,0.3585,1.58,2.494,b'2MASS J19473662+4903504',296.90259,49.064011,12.296,6018.0,151.0,-166.0,b'PHO1',4.397,0.112,-0.138,b'FLK73',-0.36,0.3,-0.3,b'KIC0',1.006,0.209,-0.14,0.92,0.109,-0.087,b'DSEP',0.0,0.0,0.0,11.22,10.954,10.883,b'N/A',b'none',0.010436040504236412,5777,4.51,1.0411,10.854000000000001,0.319,2908.41,0.772,0.4987,0,---,1.2654900281101462
38140,0.070379,11342399.0,2.1327545945339077e+18,287.58099948797,0.0284,49.17675174981,0.0202,3.1164,0.024,6.707,0.058,4.891,0.041,88239.2,27.8741,13.324212,42414.2,108.619,13.78261,65646.5,48.4466,12.71889,1.06372,-33.14,3.07,5169.47,,,0.77,0.383,b'2MASS J19101942+4910363',287.58096,49.17675,13.325,5300.0,143.0,-159.0,b'PHO1',4.461,0.116,-0.159,b'KIC0',-0.12,0.3,-0.3,b'KIC0',0.863,0.147,-0.107,0.786,0.113,-0.061,b'DSEP',0.0,0.0,0.0,11.985,11.533,11.477,b'N/A',b'none',0.007701193685021178,5122,4.34,0.8658,28.839000000000002,0.5770000000000001,5146.06,0.8340000000000001,0.4803,0,---,1.148985381030861
38167,0.211065,11349298.0,2.1299245890432788e+18,291.24910504938,0.0106,49.10351238759,0.0145,2.2144,0.0128,4.739,0.023,7.646,0.025,99541.8,57.0749,13.193353,51412.0,121.672,13.573727,69064.7,113.668,12.663779,0.909947,-21.58,2.39,5464.25,0.1405,0.0622,1.01,0.823,b'2MASS J19245975+4906126',291.24899,49.1035,13.233,5784.0,138.0,-173.0,b'PHO1',4.475,0.067,-0.202,b'KIC0',-0.04,0.25,-0.3,b'KIC0',0.944,0.273,-0.109,0.97,0.114,-0.102,b'DSEP',0.0,0.0,0.0,12.078,11.746,11.674,b'N/A',b'none',0.005780346820809249,5533,4.47,0.9736,6.811,0.019,14002.92,1.321,0.7066,0,---,0.7490243882852372
38212,0.162075,11352859.0,2.1290405129767913e+18,293.12437985086,0.0145,49.18885156005,0.0168,7.3274,0.0165,64.224,0.03,65.05,0.031,125871.0,52.2508,12.938552,49036.7,57.7492,13.625085,110343.0,70.2644,12.155054,1.470031,-20.93,1.45,4420.91,0.3012,0.1413,0.6,0.123,b'2MASS J19322974+4911187',293.12393,49.18853,12.95,4193.0,113.0,-138.0,b'PHO1',4.749,0.084,-0.036,b'KIC0',-0.96,0.3,-0.3,b'KIC0',0.488,0.04,-0.069,0.488,0.041,-0.05,b'DSEP',0.0,0.0,0.0,11.142,10.558,10.441,b'N/A',b'none',0.0022518219286513635,4161,4.5,0.607,23.868000000000002,0.099,2923.67,1.181,0.6398,0,---,2.193012231941257
38239,0.502965,11356690.0,2.1348098222869417e+18,294.85871643885,0.0141,49.17863117024,0.0163,1.1084,0.0159,-4.44,0.03,-6.94,0.032,90504.0,39.0152,13.296697,51111.7,97.0622,13.580088,62110.3,688.358,12.779012,0.801076,-7.58,4.44,5815.0,,,1.68,2.903,b'2MASS J19392613+4910428',294.85889,49.178558,13.171,5681.0,77.0,-77.0,b'SPE68',4.116,0.188,-0.087,b'SPE68',0.16,0.15,-0.15,b'SPE68',1.475,0.223,-0.335,1.035,0.093,-0.076,b'DSEP',0.0,0.0,0.0,12.048,11.688,11.717,b'N/A',b'none',0.014345001804402744,6048,4.28,1.1218,22.189,0.192,1544.12,0.536,0.3067,0,---,2.4408572971654907
38245,0.128969,11357658.0,2.134815388564676e+18,295.30386641697,0.0223,49.11813876891,0.0239,5.5046,0.0274,2.721,0.049,33.769,0.051,778933.0,232.479,10.959616,415481.0,388.327,11.305011,515147.0,409.88,10.482092,0.822919,-10.63,0.65,5688.93,0.111,0.055,1.04,1.021,b'2MASS J19411293+4907047',295.30389,49.11797,11.039,5927.0,158.0,-176.0,b'PHO1',4.353,0.117,-0.13,b'FLK73',-0.08,0.3,-0.3,b'KIC0',1.097,0.218,-0.178,0.989,0.128,-0.117,b'DSEP',0.0,0.0,0.0,9.902,9.647,9.594,b'N/A',b'none',0.004977655052138212,5631,4.39,1.0002,19.567,1.062,646.11,0.34600000000000003,0.2584,0,---,1.8078657500743647
